sample_id,text,text_clean,text_plm,label,label_id,word_count,source,original_split
1852,"tốt , tận tình với sinh viên .","tốt , tận tình với sinh viên .","tốt , tận tình với sinh viên .",Tích cực,2,8,UIT-VSFC,train
1853,giảng viên hướng dẫn thực hành cần nhiệt tình giúp đỡ sinh viên trong quá trình thực hành .,giảng viên hướng dẫn thực hành cần nhiệt tình giúp đỡ sinh viên trong quá trình thực hành .,giảng viên hướng dẫn thực hành cần nhiệt tình giúp đỡ sinh viên trong quá trình thực hành .,Tích cực,2,19,UIT-VSFC,train
1854,em nghĩ thầy nên tăng cường sửa nhiều bài tập hơn .,em nghĩ thầy nên tăng cường sửa nhiều bài tập hơn .,em nghĩ thầy nên tăng cường sửa nhiều bài tập hơn .,Tiêu cực,0,12,UIT-VSFC,train
1855,"phòng học vô cùng nóng , quạt chỉ để trang trí .","phòng học vô cùng nóng , quạt chỉ để trang trí .","phòng học vô cùng nóng , quạt chỉ để trang trí .",Tiêu cực,0,12,UIT-VSFC,train
1857,nhờ vậy trình của sinh viên lên rất nhiều sau mỗi buổi thực hành và làm bài tập .,nhờ vậy trình của sinh viên lên rất nhiều sau mỗi buổi thực hành và làm bài tập .,nhờ vậy trình của sinh viên lên rất nhiều sau mỗi buổi thực hành và làm bài tập .,Tích cực,2,19,UIT-VSFC,train
1858,không co ý kiến .,không co ý kiến .,không co ý kiến .,Tích cực,2,5,UIT-VSFC,train
1860,loại kiến thức thầy truyền đạt rất có sức thu hút .,loại kiến thức thầy truyền đạt rất có sức thu hút .,loại kiến thức thầy truyền đạt rất có sức thu hút .,Tích cực,2,12,UIT-VSFC,train
1862,thầy chấm điểm còn cảm tính và có phần chưa công bằng .,thầy chấm điểm còn cảm tính và có phần chưa công bằng .,thầy chấm điểm còn cảm tính và có phần chưa công bằng .,Tiêu cực,0,13,UIT-VSFC,train
1864,giảng viên cần phân bổ số lượng bài tập tương đồng với nội dung lý thuyết .,giảng viên cần phân bổ số lượng bài tập tương đồng với nội dung lý thuyết .,giảng viên cần phân bổ số lượng bài tập tương đồng với nội dung lý thuyết .,Tiêu cực,0,17,UIT-VSFC,train
1865,khi học sinh nào có ý kiến muốn phát biểu thì thầy tranh luận tới cùng .,khi học sinh nào có ý kiến muốn phát biểu thì thầy tranh luận tới cùng .,khi học sinh nào có ý kiến muốn phát biểu thì thầy tranh luận tới cùng .,Tiêu cực,0,17,UIT-VSFC,train
1866,"giảng viên lên lớp chỉ đưa bài thực hành cho sinh viên làm , và từ đầu đến cuối buổi hoàn toàn không nói một câu nào !","giảng viên lên lớp chỉ đưa bài thực hành cho sinh viên làm , và từ đầu đến cuối buổi hoàn toàn không nói một câu nào !","giảng viên lên lớp chỉ đưa bài thực hành cho sinh viên làm , và từ đầu đến cuối buổi hoàn toàn không nói một câu nào !",Tiêu cực,0,28,UIT-VSFC,train
1868,giáo trình hợp lý .,giáo trình hợp lý .,giáo trình hợp lý .,Tích cực,2,5,UIT-VSFC,train
1869,"giảng viên nhiệt tình , giảng dạy tốt , dễ hiểu .","giảng viên nhiệt tình , giảng dạy tốt , dễ hiểu .","giảng viên nhiệt tình , giảng dạy tốt , dễ hiểu .",Tích cực,2,12,UIT-VSFC,train
1870,"nhiệt tình , chu đáo , dạy dễ hiểu .","nhiệt tình , chu đáo , dạy dễ hiểu .","nhiệt tình , chu đáo , dạy dễ hiểu .",Tích cực,2,10,UIT-VSFC,train
1871,tận tâm với bài giảng .,tận tâm với bài giảng .,tận tâm với bài giảng .,Tích cực,2,6,UIT-VSFC,train
1872,"chứ không được nói kiểu bài này dễ , tự tìm hiểu là được , có gì không hiểu hỏi .","chứ không được nói kiểu bài này dễ , tự tìm hiểu là được , có gì không hiểu hỏi .","chứ không được nói kiểu bài này dễ , tự tìm hiểu là được , có gì không hiểu hỏi .",Tiêu cực,0,21,UIT-VSFC,train
1873,không hiểu gì khi ngồi nghe trong lớp .,không hiểu gì khi ngồi nghe trong lớp .,không hiểu gì khi ngồi nghe trong lớp .,Tiêu cực,0,9,UIT-VSFC,train
1875,"hỗ trợ thêm thiết bị cho việc giảng dạy môn anh văn , nếu có điều kiện có thể cho sinh viên học kỹ năng nghe anh văn trong phòng máy với trang thiết bị như tai nghe .","hỗ trợ thêm thiết bị cho việc giảng dạy môn anh văn , nếu có điều kiện có thể cho sinh viên học kỹ năng nghe anh văn trong phòng máy với trang thiết bị như tai nghe .","hỗ trợ thêm thiết bị cho việc giảng dạy môn anh văn , nếu có điều kiện có thể cho sinh viên học kỹ năng nghe anh văn trong phòng máy với trang thiết bị như tai nghe .",Tiêu cực,0,39,UIT-VSFC,train
1876,thầy wzjwz212 dạy nhiệt tình .,thầy wzjwz212 dạy nhiệt tình .,thầy wzjwz212 dạy nhiệt tình .,Tích cực,2,6,UIT-VSFC,train
1877,hơi căng .,hơi căng .,hơi căng .,Tiêu cực,0,3,UIT-VSFC,train
1878,"giảng viên dạy tận tâm , nhiệt tình , vui vẻ với sinh viên , dạy đầy đủ kiến thức cần thiết .","giảng viên dạy tận tâm , nhiệt tình , vui vẻ với sinh viên , dạy đầy đủ kiến thức cần thiết .","giảng viên dạy tận tâm , nhiệt tình , vui vẻ với sinh viên , dạy đầy đủ kiến thức cần thiết .",Tích cực,2,23,UIT-VSFC,train
1880,vui vẻ hòa đồng nhiệt tình chỉ bao nhiêu đối với một giáo viên là đủ .,vui vẻ hòa đồng nhiệt tình chỉ bao nhiêu đối với một giáo viên là đủ .,vui vẻ hòa đồng nhiệt tình chỉ bao nhiêu đối với một giáo viên là đủ .,Tích cực,2,17,UIT-VSFC,train
1881,ít dạy bài tập .,ít dạy bài tập .,ít dạy bài tập .,Tiêu cực,0,5,UIT-VSFC,train
1882,giảng viên không cung cấp đủ tài liệu để làm đồ án .,giảng viên không cung cấp đủ tài liệu để làm đồ án .,giảng viên không cung cấp đủ tài liệu để làm đồ án .,Tiêu cực,0,13,UIT-VSFC,train
1884,tận tình tích cực .,tận tình tích cực .,tận tình tích cực .,Tích cực,2,5,UIT-VSFC,train
1886,"thầy dễ tính thoải mái , vui tính , nhiệt tình .","thầy dễ tính thoải mái , vui tính , nhiệt tình .","thầy dễ tính thoải mái , vui tính , nhiệt tình .",Tích cực,2,12,UIT-VSFC,train
1887,giảng viên dễ chịu vui tính .,giảng viên dễ chịu vui tính .,giảng viên dễ chịu vui tính .,Tích cực,2,7,UIT-VSFC,train
1889,giảng phần bài tập hơi nhanh .,giảng phần bài tập hơi nhanh .,giảng phần bài tập hơi nhanh .,Tiêu cực,0,7,UIT-VSFC,train
1890,"giúp sinh viên hiểu chuyên sâu hơn về lý thuyết đã học trên lớp , tạo điều kiện tối đa cho sinh viên .","giúp sinh viên hiểu chuyên sâu hơn về lý thuyết đã học trên lớp , tạo điều kiện tối đa cho sinh viên .","giúp sinh viên hiểu chuyên sâu hơn về lý thuyết đã học trên lớp , tạo điều kiện tối đa cho sinh viên .",Tích cực,2,24,UIT-VSFC,train
1892,thầy lên lớp đúng giờ và đều đặn .,thầy lên lớp đúng giờ và đều đặn .,thầy lên lớp đúng giờ và đều đặn .,Bình thường,1,9,UIT-VSFC,train
1896,vì môn học này không hay .,vì môn học này không hay .,vì môn học này không hay .,Tiêu cực,0,7,UIT-VSFC,train
1897,"người học thì chỉ biết học , lao đầu vào học , mà không hề hay biết những thứ đó bản chất là gì .","người học thì chỉ biết học , lao đầu vào học , mà không hề hay biết những thứ đó bản chất là gì .","người học thì chỉ biết học , lao đầu vào học , mà không hề hay biết những thứ đó bản chất là gì .",Tiêu cực,0,25,UIT-VSFC,train
1901,có một số phần chưa phân bổ hợp lý lắm .,có một số phần chưa phân bổ hợp lý lắm .,có một số phần chưa phân bổ hợp lý lắm .,Tiêu cực,0,11,UIT-VSFC,train
1902,"nói to , chậm rãi , dễ hiểu , truyền đạt nhiều kiến thức quan trọng , có tính thực tế .","nói to , chậm rãi , dễ hiểu , truyền đạt nhiều kiến thức quan trọng , có tính thực tế .","nói to , chậm rãi , dễ hiểu , truyền đạt nhiều kiến thức quan trọng , có tính thực tế .",Tích cực,2,22,UIT-VSFC,train
1904,"giảng bài chi tiết , nhiệt tình .","giảng bài chi tiết , nhiệt tình .","giảng bài chi tiết , nhiệt tình .",Tích cực,2,8,UIT-VSFC,train
1905,"cô dạy nhiệt tình , tận tâm , dễ hiểu .","cô dạy nhiệt tình , tận tâm , dễ hiểu .","cô dạy nhiệt tình , tận tâm , dễ hiểu .",Tích cực,2,11,UIT-VSFC,train
1906,"thầy rất hiểu tâm lý học sinh , rất vui vẻ trong việc dạy .","thầy rất hiểu tâm lý học sinh , rất vui vẻ trong việc dạy .","thầy rất hiểu tâm lý học sinh , rất vui vẻ trong việc dạy .",Tích cực,2,15,UIT-VSFC,train
1908,"cô dạy rất nhiệt tình , giờ học của cô rất vui và thoải mái nên dễ tiếp thu hơn .","cô dạy rất nhiệt tình , giờ học của cô rất vui và thoải mái nên dễ tiếp thu hơn .","cô dạy rất nhiệt tình , giờ học của cô rất vui và thoải mái nên dễ tiếp thu hơn .",Tích cực,2,21,UIT-VSFC,train
1909,"những bài giảng của thầy phù hợp với năng lực của sinh viên công nghệ thông tin ngoài những điều trong giáo án sinh viên hiểu được rất nhiều điều về thứ khác bài giảng của thầy rất lý thú , sinh động .","những bài giảng của thầy phù hợp với năng lực của sinh viên công nghệ thông tin ngoài những điều trong giáo án sinh viên hiểu được rất nhiều điều về thứ khác bài giảng của thầy rất lý thú , sinh động .","những bài giảng của thầy phù hợp với năng lực của sinh viên công nghệ thông tin ngoài những điều trong giáo án sinh viên hiểu được rất nhiều điều về thứ khác bài giảng của thầy rất lý thú , sinh động .",Tích cực,2,44,UIT-VSFC,train
1910,giảng quá nhanh .,giảng quá nhanh .,giảng quá nhanh .,Tiêu cực,0,4,UIT-VSFC,train
1911,cần cải thiện hệ thống âm thanh vì đôi lúc gặp trục trặc và không rõ .,cần cải thiện hệ thống âm thanh vì đôi lúc gặp trục trặc và không rõ .,cần cải thiện hệ thống âm thanh vì đôi lúc gặp trục trặc và không rõ .,Tiêu cực,0,17,UIT-VSFC,train
1912,"ghi quá nhiều , giảng dạy còn khó hiểu , nên sửa bài tập cho về .","ghi quá nhiều , giảng dạy còn khó hiểu , nên sửa bài tập cho về .","ghi quá nhiều , giảng dạy còn khó hiểu , nên sửa bài tập cho về .",Tiêu cực,0,17,UIT-VSFC,train
1913,"hệ thống phòng máy còn nhiều vấn đề doubledot chuột , bàn phím hỏng , vdotv .","hệ thống phòng máy còn nhiều vấn đề doubledot chuột , bàn phím hỏng , vdotv .","hệ thống phòng máy còn nhiều vấn đề doubledot chuột , bàn phím hỏng , vdotv .",Tiêu cực,0,17,UIT-VSFC,train
1916,giảng viên giảng hơi nhanh một số phần .,giảng viên giảng hơi nhanh một số phần .,giảng viên giảng hơi nhanh một số phần .,Tiêu cực,0,9,UIT-VSFC,train
1917,"giảng dạy nhiệt tình , cô phát âm rất tốt và ngữ pháp rất chuẩn .","giảng dạy nhiệt tình , cô phát âm rất tốt và ngữ pháp rất chuẩn .","giảng dạy nhiệt tình , cô phát âm rất tốt và ngữ pháp rất chuẩn .",Tích cực,2,16,UIT-VSFC,train
1918,"tiến độ dạy còn chậm , những phần dễ cần đi nhanh hơn một chút giới thiệu lướt qua , những phần khó như sắp xếp quick soft trở lên , cây nên làm rõ hơn .","tiến độ dạy còn chậm , những phần dễ cần đi nhanh hơn một chút giới thiệu lướt qua , những phần khó như sắp xếp quick soft trở lên , cây nên làm rõ hơn .","tiến độ dạy còn chậm , những phần dễ cần đi nhanh hơn một chút giới thiệu lướt qua , những phần khó như sắp xếp quick soft trở lên , cây nên làm rõ hơn .",Tiêu cực,0,37,UIT-VSFC,train
1920,thầy nghiêm khắc khiến học sinh tập trung học hơn .,thầy nghiêm khắc khiến học sinh tập trung học hơn .,thầy nghiêm khắc khiến học sinh tập trung học hơn .,Tích cực,2,11,UIT-VSFC,train
1923,đảm bảo đầy đủ khối lượng kiến thức cần có của môn học .,đảm bảo đầy đủ khối lượng kiến thức cần có của môn học .,đảm bảo đầy đủ khối lượng kiến thức cần có của môn học .,Tích cực,2,14,UIT-VSFC,train
1924,"update các bài học mới , bổ ích .","update các bài học mới , bổ ích .","update các bài học mới , bổ ích .",Tích cực,2,9,UIT-VSFC,train
1926,em cảm ơn thầy đã đọc ạ .,em cảm ơn thầy đã đọc ạ .,em cảm ơn thầy đã đọc ạ .,Bình thường,1,8,UIT-VSFC,train
1928,làm mất tinh thần khi nộp bài .,làm mất tinh thần khi nộp bài .,làm mất tinh thần khi nộp bài .,Tiêu cực,0,8,UIT-VSFC,train
1929,"bài giảng hay và hiệu quá , bài tập bám sát kiến thức .","bài giảng hay và hiệu quá , bài tập bám sát kiến thức .","bài giảng hay và hiệu quá , bài tập bám sát kiến thức .",Tích cực,2,14,UIT-VSFC,train
1930,máy tính trường nên nâng cấp .,máy tính trường nên nâng cấp .,máy tính trường nên nâng cấp .,Tiêu cực,0,7,UIT-VSFC,train
1933,thầy rất tận tâm và nhiệt tình chỉ dạy sinh viên .,thầy rất tận tâm và nhiệt tình chỉ dạy sinh viên .,thầy rất tận tâm và nhiệt tình chỉ dạy sinh viên .,Tích cực,2,12,UIT-VSFC,train
1935,"thầy giảng bài rất hay , dễ hiểu , và thực tế .","thầy giảng bài rất hay , dễ hiểu , và thực tế .","thầy giảng bài rất hay , dễ hiểu , và thực tế .",Tích cực,2,13,UIT-VSFC,train
1936,nội dung các bài thực hành cần có hướng đi bao quát hơn .,nội dung các bài thực hành cần có hướng đi bao quát hơn .,nội dung các bài thực hành cần có hướng đi bao quát hơn .,Tiêu cực,0,14,UIT-VSFC,train
1937,"thầy dạy rất dễ hiểu , vui vẻ , dễ chịu .","thầy dạy rất dễ hiểu , vui vẻ , dễ chịu .","thầy dạy rất dễ hiểu , vui vẻ , dễ chịu .",Tích cực,2,12,UIT-VSFC,train
1939,môn học tuyệt vời .,môn học tuyệt vời .,môn học tuyệt vời .,Tích cực,2,5,UIT-VSFC,train
1942,"cơ sở vật chất phòng wzjwz300 chưa đáp ứng được nhu cầu giảng dạy , cần lắp thêm ổ điện cho giáo viên .","cơ sở vật chất phòng wzjwz300 chưa đáp ứng được nhu cầu giảng dạy , cần lắp thêm ổ điện cho giáo viên .","cơ sở vật chất phòng wzjwz300 chưa đáp ứng được nhu cầu giảng dạy , cần lắp thêm ổ điện cho giáo viên .",Tiêu cực,0,24,UIT-VSFC,train
1943,"cô wzjwz73 dạy môn này rất truyền cảm , em rất thích môn này .","cô wzjwz73 dạy môn này rất truyền cảm , em rất thích môn này .","cô wzjwz73 dạy môn này rất truyền cảm , em rất thích môn này .",Tích cực,2,15,UIT-VSFC,train
1944,"môn học có phần không hợp lý , vì từ giữa kỳ qua phần sau tức từ chương 4 chuyển qua chương 5 trình độ của môn học tăng rất nhanh , có nhiều sinh viên không hiểu không nắm bắt được bài .","môn học có phần không hợp lý , vì từ giữa kỳ qua phần sau tức từ chương 4 chuyển qua chương 5 trình độ của môn học tăng rất nhanh , có nhiều sinh viên không hiểu không nắm bắt được bài .","môn học có phần không hợp lý , vì từ giữa kỳ qua phần sau tức từ chương 4 chuyển qua chương 5 trình độ của môn học tăng rất nhanh , có nhiều sinh viên không hiểu không nắm bắt được bài .",Tiêu cực,0,44,UIT-VSFC,train
1945,cần hạn chế dạy bài giảng điện tử .,cần hạn chế dạy bài giảng điện tử .,cần hạn chế dạy bài giảng điện tử .,Tiêu cực,0,9,UIT-VSFC,train
1946,"có em nào có muốn hỏi hay thắc mắc gì không "" đó là câu mà giảng viên hay nói nhưng thực sự đa số sinh viên không biết gì để hỏi thì khó mà hỏi được .","có em nào có muốn hỏi hay thắc mắc gì không "" đó là câu mà giảng viên hay nói nhưng thực sự đa số sinh viên không biết gì để hỏi thì khó mà hỏi được .","có em nào có muốn hỏi hay thắc mắc gì không "" đó là câu mà giảng viên hay nói nhưng thực sự đa số sinh viên không biết gì để hỏi thì khó mà hỏi được .",Tiêu cực,0,38,UIT-VSFC,train
1948,"thầy dạy thực tế , nhiệt tình với sinh viên .","thầy dạy thực tế , nhiệt tình với sinh viên .","thầy dạy thực tế , nhiệt tình với sinh viên .",Tích cực,2,11,UIT-VSFC,train
1950,cô rất vui và rất gần gũi với học sinh .,cô rất vui và rất gần gũi với học sinh .,cô rất vui và rất gần gũi với học sinh .,Tích cực,2,11,UIT-VSFC,train
1951,tuy nhiên việc giảng dạy khá chậm .,tuy nhiên việc giảng dạy khá chậm .,tuy nhiên việc giảng dạy khá chậm .,Tiêu cực,0,8,UIT-VSFC,train
1954,thầy tận tâm và nhiệt tình .,thầy tận tâm và nhiệt tình .,thầy tận tâm và nhiệt tình .,Tích cực,2,7,UIT-VSFC,train
1955,nội dung môn học nên tập trung vào chuyên ngành học .,nội dung môn học nên tập trung vào chuyên ngành học .,nội dung môn học nên tập trung vào chuyên ngành học .,Tiêu cực,0,12,UIT-VSFC,train
1956,"cô giảng hay , nhiệt tình .","cô giảng hay , nhiệt tình .","cô giảng hay , nhiệt tình .",Tích cực,2,7,UIT-VSFC,train
1957,lòng nhiệt tình .,lòng nhiệt tình .,lòng nhiệt tình .,Tích cực,2,4,UIT-VSFC,train
1958,lên lớp đầy đủ nhưng không biết mặt thầy là ai .,lên lớp đầy đủ nhưng không biết mặt thầy là ai .,lên lớp đầy đủ nhưng không biết mặt thầy là ai .,Tiêu cực,0,12,UIT-VSFC,train
1960,đầy đủ .,đầy đủ .,đầy đủ .,Bình thường,1,3,UIT-VSFC,train
1961,tính điểm quá trình không công bằng .,tính điểm quá trình không công bằng .,tính điểm quá trình không công bằng .,Tiêu cực,0,8,UIT-VSFC,train
1962,giảng viên và sinh viên sử dụng hai ngôn ngữ lập trình khác nhau trong quá trình học và cả hai phía đều không biết đủ về ngôn ngữ khác nên gây rất nhiều khó khăn trong quá trình học .,giảng viên và sinh viên sử dụng hai ngôn ngữ lập trình khác nhau trong quá trình học và cả hai phía đều không biết đủ về ngôn ngữ khác nên gây rất nhiều khó khăn trong quá trình học .,giảng viên và sinh viên sử dụng hai ngôn ngữ lập trình khác nhau trong quá trình học và cả hai phía đều không biết đủ về ngôn ngữ khác nên gây rất nhiều khó khăn trong quá trình học .,Tiêu cực,0,41,UIT-VSFC,train
1963,"dạy khó hiểu , thực sự chưa hiệu quả .","dạy khó hiểu , thực sự chưa hiệu quả .","dạy khó hiểu , thực sự chưa hiệu quả .",Tiêu cực,0,10,UIT-VSFC,train
1964,chỉ dẫn cách giải bài tập rõ ràng .,chỉ dẫn cách giải bài tập rõ ràng .,chỉ dẫn cách giải bài tập rõ ràng .,Tích cực,2,9,UIT-VSFC,train
1967,đề thi quá khó so với bài tập trên lớp !,đề thi quá khó so với bài tập trên lớp !,đề thi quá khó so với bài tập trên lớp !,Tiêu cực,0,11,UIT-VSFC,train
1968,dạy đầy đủ chương trình .,dạy đầy đủ chương trình .,dạy đầy đủ chương trình .,Tích cực,2,6,UIT-VSFC,train
1969,"giảng dạy tốt , chỉ bảo tận tình .","giảng dạy tốt , chỉ bảo tận tình .","giảng dạy tốt , chỉ bảo tận tình .",Tích cực,2,9,UIT-VSFC,train
1970,thầy rất tận tình vui vẻ .,thầy rất tận tình vui vẻ .,thầy rất tận tình vui vẻ .,Tích cực,2,7,UIT-VSFC,train
1971,hoạt động thuyết trình của sinh viên chiếm nhiều thời gian .,hoạt động thuyết trình của sinh viên chiếm nhiều thời gian .,hoạt động thuyết trình của sinh viên chiếm nhiều thời gian .,Tiêu cực,0,12,UIT-VSFC,train
1972,có lẽ phải nâng cấp trang thiết bị .,có lẽ phải nâng cấp trang thiết bị .,có lẽ phải nâng cấp trang thiết bị .,Tiêu cực,0,9,UIT-VSFC,train
1973,"thầy biết rõ sự chênh lệch về trình độ giữa khóa 9 và khóa 10 trong lớp nên đưa ra cách đánh giá hợp lý , thầy nói rõ điểm mạnh và điểm yếu của nhóm sau mỗi lần báo cáo .","thầy biết rõ sự chênh lệch về trình độ giữa khóa 9 và khóa 10 trong lớp nên đưa ra cách đánh giá hợp lý , thầy nói rõ điểm mạnh và điểm yếu của nhóm sau mỗi lần báo cáo .","thầy biết rõ sự chênh lệch về trình độ giữa khóa 9 và khóa 10 trong lớp nên đưa ra cách đánh giá hợp lý , thầy nói rõ điểm mạnh và điểm yếu của nhóm sau mỗi lần báo cáo .",Tiêu cực,0,42,UIT-VSFC,train
1974,"giảng dạy tốt , đi dạy đúng giờ .","giảng dạy tốt , đi dạy đúng giờ .","giảng dạy tốt , đi dạy đúng giờ .",Tích cực,2,9,UIT-VSFC,train
1978,hướng dẫn chu đáo .,hướng dẫn chu đáo .,hướng dẫn chu đáo .,Tích cực,2,5,UIT-VSFC,train
1979,không mang lại hiệu quả .,không mang lại hiệu quả .,không mang lại hiệu quả .,Tiêu cực,0,6,UIT-VSFC,train
1980,thầy rất tận tâm giảng dạy .,thầy rất tận tâm giảng dạy .,thầy rất tận tâm giảng dạy .,Tích cực,2,7,UIT-VSFC,train
1981,gợi ý tỉ mỉ đến từng chi tiết .,gợi ý tỉ mỉ đến từng chi tiết .,gợi ý tỉ mỉ đến từng chi tiết .,Tích cực,2,9,UIT-VSFC,train
1982,sự nhiệt huyết của giáo viên .,sự nhiệt huyết của giáo viên .,sự nhiệt huyết của giáo viên .,Tích cực,2,7,UIT-VSFC,train
1984,"thầy rất chăm chút và nhẹ nhàng với những sinh viên mà thầy quen biết , khi báo cáo thầy đều cho các bạn qua môn hoặc điểm rất là cao mặt dù thầy nói đồ án yêu cầu một người làm , tuy nhiên có nhóm hai thành viên cùng làm một đồ án và có hai nhóm có cùng một project như nhau , y chang code ( copy từ cùng nguồn internet ) thầy vẫn cho qua môn .","thầy rất chăm chút và nhẹ nhàng với những sinh viên mà thầy quen biết , khi báo cáo thầy đều cho các bạn qua môn hoặc điểm rất là cao mặt dù thầy nói đồ án yêu cầu một người làm , tuy nhiên có nhóm hai thành viên cùng làm một đồ án và có hai nhóm có cùng một project như nhau , y chang code ( copy từ cùng nguồn internet ) thầy vẫn cho qua môn .","thầy rất chăm chút và nhẹ nhàng với những sinh viên mà thầy quen biết , khi báo cáo thầy đều cho các bạn qua môn hoặc điểm rất là cao mặt dù thầy nói đồ án yêu cầu một người làm , tuy nhiên có nhóm hai thành viên cùng làm một đồ án và có hai nhóm có cùng một project như nhau , y chang code ( copy từ cùng nguồn internet ) thầy vẫn cho qua môn .",Tiêu cực,0,82,UIT-VSFC,train
1985,"thầy không gửi tài liệu , thông báo lên moodle , thầy thường xuyên bận nên không đảm bảo giờ gặp sinh viên như đã thông báo .","thầy không gửi tài liệu , thông báo lên moodle , thầy thường xuyên bận nên không đảm bảo giờ gặp sinh viên như đã thông báo .","thầy không gửi tài liệu , thông báo lên moodle , thầy thường xuyên bận nên không đảm bảo giờ gặp sinh viên như đã thông báo .",Tiêu cực,0,28,UIT-VSFC,train
1986,giảng viên đôi khi đến lớp muộn .,giảng viên đôi khi đến lớp muộn .,giảng viên đôi khi đến lớp muộn .,Tiêu cực,0,8,UIT-VSFC,train
1989,ứng dụng của môn học đó giúp gì cho sinh viên .,ứng dụng của môn học đó giúp gì cho sinh viên .,ứng dụng của môn học đó giúp gì cho sinh viên .,Bình thường,1,12,UIT-VSFC,train
1990,"thầy dạy hay , em rất thích tiết học của thầy .","thầy dạy hay , em rất thích tiết học của thầy .","thầy dạy hay , em rất thích tiết học của thầy .",Tích cực,2,12,UIT-VSFC,train
1992,cô dạy rất có tâm .,cô dạy rất có tâm .,cô dạy rất có tâm .,Tích cực,2,6,UIT-VSFC,train
1994,tương tác với sinh viên cực kỳ tốt .,tương tác với sinh viên cực kỳ tốt .,tương tác với sinh viên cực kỳ tốt .,Tích cực,2,9,UIT-VSFC,train
1995,"nội dung truyền đạt rõ ràng , có cho kiểm tra định kỳ , giúp sinh viên ôn bài hiệu quả .","nội dung truyền đạt rõ ràng , có cho kiểm tra định kỳ , giúp sinh viên ôn bài hiệu quả .","nội dung truyền đạt rõ ràng , có cho kiểm tra định kỳ , giúp sinh viên ôn bài hiệu quả .",Tích cực,2,22,UIT-VSFC,train
1996,"nên tăng cường học nghe , nói .","nên tăng cường học nghe , nói .","nên tăng cường học nghe , nói .",Tiêu cực,0,8,UIT-VSFC,train
1997,giảng viên thiếu các bài tập cụ thể để học sinh ứng dụng để nhớ .,giảng viên thiếu các bài tập cụ thể để học sinh ứng dụng để nhớ .,giảng viên thiếu các bài tập cụ thể để học sinh ứng dụng để nhớ .,Tiêu cực,0,16,UIT-VSFC,train
1999,"thầy nên nói nhiều về ứng dụng thực tế , như mình công thức này thường áp dụng cho những thiết bị nào .","thầy nên nói nhiều về ứng dụng thực tế , như mình công thức này thường áp dụng cho những thiết bị nào .","thầy nên nói nhiều về ứng dụng thực tế , như mình công thức này thường áp dụng cho những thiết bị nào .",Tiêu cực,0,24,UIT-VSFC,train
2001,"giọng cô nhỏ , không nên sắp ở giảng đường vì sẽ rất dễ gây buồn ngủ và không nghe rõ được .","giọng cô nhỏ , không nên sắp ở giảng đường vì sẽ rất dễ gây buồn ngủ và không nghe rõ được .","giọng cô nhỏ , không nên sắp ở giảng đường vì sẽ rất dễ gây buồn ngủ và không nghe rõ được .",Tiêu cực,0,23,UIT-VSFC,train
2002,nhiệt tình và tâm huyết .,nhiệt tình và tâm huyết .,nhiệt tình và tâm huyết .,Tích cực,2,6,UIT-VSFC,train
2003,thầy dạy thực tế .,thầy dạy thực tế .,thầy dạy thực tế .,Tích cực,2,5,UIT-VSFC,train
2004,"em và các bạn thuộc các lớp phần mềm chất lượng cao hầu như không ai muốn đăng ký môn học game cơ bản do giảng viên này đảm nhận , nhưng kỳ vừa rồi nhà trường chỉ cung cấp cho chúng em duy nhất một sự lựa chọn là giảng viên này nên chúng em không còn cách nào khác .","em và các bạn thuộc các lớp phần mềm chất lượng cao hầu như không ai muốn đăng ký môn học game cơ bản do giảng viên này đảm nhận , nhưng kỳ vừa rồi nhà trường chỉ cung cấp cho chúng em duy nhất một sự lựa chọn là giảng viên này nên chúng em không còn cách nào khác .","em và các bạn thuộc các lớp phần mềm chất lượng cao hầu như không ai muốn đăng ký môn học game cơ bản do giảng viên này đảm nhận , nhưng kỳ vừa rồi nhà trường chỉ cung cấp cho chúng em duy nhất một sự lựa chọn là giảng viên này nên chúng em không còn cách nào khác .",Tiêu cực,0,62,UIT-VSFC,train
2005,"cô rất nhiệt tình , giải thích rõ bài tập .","cô rất nhiệt tình , giải thích rõ bài tập .","cô rất nhiệt tình , giải thích rõ bài tập .",Tích cực,2,11,UIT-VSFC,train
2007,trang thiết bị nên tốt hơn .,trang thiết bị nên tốt hơn .,trang thiết bị nên tốt hơn .,Tiêu cực,0,7,UIT-VSFC,train
2008,cô dạy hơi nhanh nên em không kịp hiểu .,cô dạy hơi nhanh nên em không kịp hiểu .,cô dạy hơi nhanh nên em không kịp hiểu .,Tiêu cực,0,10,UIT-VSFC,train
2010,chưa đào sâu vào các vấn đề mà chỉ nói đụng đến phần bề mặt và tốn nhiều thời gian vào các vấn đề đơn giản .,chưa đào sâu vào các vấn đề mà chỉ nói đụng đến phần bề mặt và tốn nhiều thời gian vào các vấn đề đơn giản .,chưa đào sâu vào các vấn đề mà chỉ nói đụng đến phần bề mặt và tốn nhiều thời gian vào các vấn đề đơn giản .,Tiêu cực,0,27,UIT-VSFC,train
2015,"cô giảng dạy tận tình , luôn quan tâm đến học sinh .","cô giảng dạy tận tình , luôn quan tâm đến học sinh .","cô giảng dạy tận tình , luôn quan tâm đến học sinh .",Tích cực,2,13,UIT-VSFC,train
